Original Unit (),Original Value (),Matrix (),Limit of Detection (),Qualifier Flag (),Data Set ID (),Data Point ID (),Latitude (°),Longitude (°),Depth (),Date (UTC),Value (),Parameter (),Parameter_Modifier (),Original Parameter (),Unit ()
,7830000128,Water,,,20,29.4384-89.865124201007180160.61,29.4384002685547,-89.8650970458984,24,7/18/2010 12:00:00 AM,7830000128,,,Total Fluorescence,
,0.284000009298325,Water,,,20,29.4384-89.865124201007180161.50,29.4384002685547,-89.8650970458984,24,7/18/2010 12:00:00 AM,0.284000009298325,,,UV/Visible Light Absorbance at 254 nm,
°C,30.6000003814697,Water,,,20,29.3587-89.94324201007180121.39,29.358699798584,-89.943000793457,24,7/18/2010 12:00:00 AM,30.6000003814697,Temperature,,Temperature,°C
°C,29.5,Water,,,20,29.3587-89.94324201009240121.96,29.358699798584,-89.943000793457,24,9/24/2010 12:00:00 AM,29.5,Temperature,,Temperature,°C
°C,29.7999992370605,Water,,,20,29.4155-89.8924201007180121.34,29.4155006408691,-89.8899993896484,24,7/18/2010 12:00:00 AM,29.7999992370605,Temperature,,Temperature,°C
°C,29.6000003814697,Water,,,20,29.4155-89.8924201009240121.8,29.4155006408691,-89.8899993896484,24,9/24/2010 12:00:00 AM,29.6000003814697,Temperature,,Temperature,°C
°C,30.1000003814697,Water,,,20,29.418-89.919424201007180121.58,29.4179992675781,-89.9194030761719,24,7/18/2010 12:00:00 AM,30.1000003814697,Temperature,,Temperature,°C
°C,29.2000007629395,Water,,,20,29.418-89.919424201009240121.47,29.4179992675781,-89.9194030761719,24,9/24/2010 12:00:00 AM,29.2000007629395,Temperature,,Temperature,°C
°C,29.8999996185303,Water,,,20,29.4278-89.875824201007180121.21,29.4277992248535,-89.8758010864258,24,7/18/2010 12:00:00 AM,29.8999996185303,Temperature,,Temperature,°C
°C,29.6000003814697,Water,,,20,29.4278-89.875824201009240121.32,29.4277992248535,-89.8758010864258,24,9/24/2010 12:00:00 AM,29.6000003814697,Temperature,,Temperature,°C
°C,29.8999996185303,Water,,,20,29.4384-89.865124201007180121.10,29.4384002685547,-89.8650970458984,24,7/18/2010 12:00:00 AM,29.8999996185303,Temperature,,Temperature,°C
°C,29.6000003814697,Water,,,20,29.4384-89.865124201009240121.99,29.4384002685547,-89.8650970458984,24,9/24/2010 12:00:00 AM,29.6000003814697,Temperature,,Temperature,°C
µM,297.399993896484,Water,3.20000004768372,,20,29.3587-89.94324201007180071.10,29.358699798584,-89.943000793457,24,7/18/2010 12:00:00 AM,297.399993896484,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,435,Water,3.20000004768372,,20,29.3587-89.94324201009240071.74,29.358699798584,-89.943000793457,24,9/24/2010 12:00:00 AM,435,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,161.699996948242,Water,3.20000004768372,,20,29.4155-89.8924201007180071.43,29.4155006408691,-89.8899993896484,24,7/18/2010 12:00:00 AM,161.699996948242,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,508,Water,3.20000004768372,,20,29.4155-89.8924201009240071.98,29.4155006408691,-89.8899993896484,24,9/24/2010 12:00:00 AM,508,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,233.399993896484,Water,3.20000004768372,,20,29.418-89.919424201007180071.96,29.4179992675781,-89.9194030761719,24,7/18/2010 12:00:00 AM,233.399993896484,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,451,Water,3.20000004768372,,20,29.418-89.919424201009240071.61,29.4179992675781,-89.9194030761719,24,9/24/2010 12:00:00 AM,451,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,379.899993896484,Water,3.20000004768372,,20,29.4278-89.875824201007180071.8,29.4277992248535,-89.8758010864258,24,7/18/2010 12:00:00 AM,379.899993896484,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,481,Water,3.20000004768372,,20,29.4278-89.875824201009240071.68,29.4277992248535,-89.8758010864258,24,9/24/2010 12:00:00 AM,481,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,445.299987792969,Water,3.20000004768372,,20,29.4384-89.865124201007180071.73,29.4384002685547,-89.8650970458984,24,7/18/2010 12:00:00 AM,445.299987792969,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
µM,506,Water,3.20000004768372,,20,29.4384-89.865124201009240071.6,29.4384002685547,-89.8650970458984,24,9/24/2010 12:00:00 AM,506,Dissolved Organic Carbon,Concentration,Dissolved Organic Carbon Concentration,
g/ml,0.9707,Oil,0,,Scribe,3060710 BAY BATISTE,29.40615,-89.8697,0,6/7/2010 10:05:00 AM,0.0009707,,,Density,µg/l
g/ml,1.0121,Oil,0,,Scribe,5060710 BAY BATISTE,29.40615,-89.8697,0,6/7/2010 10:40:00 AM,0.0010121,,,Density,µg/l
g/ml,0.9565,Oil,0,,Scribe,6060710 BAY BATISTE,29.40615,-89.8697,0,6/7/2010 10:55:00 AM,0.0009565,,,Density,µg/l
g/ml,1.0146,Oil,0,,Scribe,7060710 BAY BATISTE,29.43472,-89.88177,0,6/7/2010 11:18:00 AM,0.0010146,,,Density,µg/l
g/ml,0.9211,Oil,0,,Scribe,EGT1 060810-003,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.0009211,,,Density,µg/l
g/ml,0.93,Oil,0,,Scribe,EGT1 060810-004,29.3619,-89.87316,0,6/8/2010 5:22:00 PM,0.00093,,,Density,µg/l
g/ml,0.8914,Oil,0,,Scribe,EGT1 060810-005,29.355,-89.88493,0,6/8/2010 5:49:00 PM,0.0008914,,,Density,µg/l
g/ml,0.954,Oil,0,,Scribe,MS-N-29.43527_-89.88339-001,29.43527,-89.88339,0,6/7/2010 10:35:00 AM,0.000954,,,Density,µg/l
g/ml,1.0148,Oil,0,,Scribe,OL-20100917-LTM-BAYJS-MI-003_TAMOB,29.43561,-89.88357,0,9/17/2010 2:06:00 PM,0.0010148,,,Density,µg/l
g/ml,1.034123,Oil,0,,Scribe,OL-20100928-LTM-BAYJS-MI-005_TAMOB,29.43568,-89.88355,0,9/28/2010 2:19:00 PM,0.001034123,,,Density,µg/l
g/ml,0.939669,Oil,0,,Scribe,OL-20100928-LTM-BAYJS-UI-001_TAMOB,29.43566,-89.88356,0,9/28/2010 1:49:00 PM,0.000939669,,,Density,µg/l
g/ml,0.972805,Oil,0,,Scribe,OL-20100928-LTM-BAYJS-UI-002_TAMOB,29.43568,-89.88355,0,9/28/2010 1:49:00 PM,0.000972805,,,Density,µg/l
g/ml,0.8898,Oil,0,,Scribe,OL-20101017-LTM-BAYSS-UI-001_TAMOB,29.43565,-89.88356,0,10/17/2010 10:28:00 AM,0.0008898,,,Density,µg/l
g/ml,0.8817,Oil,0,,Scribe,OL-20101017-LTM-BAYSS-UI-002_TAMOB,29.43565,-89.88356,0,10/17/2010 10:30:00 AM,0.0008817,,,Density,µg/l
g/ml,0.9791,Oil,0,,Scribe,OL-20101017-LTM-BAYSS-UI-005_TAMOB,29.43565,-89.88357,0,10/17/2010 10:54:00 AM,0.0009791,,,Density,µg/l
g/ml,1.5439,Oil,0,,Scribe,OL-20110117-LTM-BAYJS-LI-007_TAMOB,29.43562,-89.88374,0,1/17/2011 10:37:00 AM,0.0015439,,,Density,µg/l
g/ml,1.5259,Oil,0,,Scribe,OL-20110117-LTM-BAYJS-MI-003_TAMOB,29.43563,-89.88372,0,1/17/2011 10:18:00 AM,0.0015259,,,Density,µg/l
g/ml,1.3915,Oil,0,,Scribe,OL-20110117-LTM-BAYJS-MI-004_TAMOB,29.43563,-89.88372,0,1/17/2011 10:18:00 AM,0.0013915,,,Density,µg/l
g/ml,0.6434,Oil,0,,Scribe,OL-20110117-LTM-BAYJS-UI-001_TAMOB,29.43567,-89.8837,0,1/17/2011 10:11:00 AM,0.0006434,,,Density,µg/l
mg/kg,120000,Oil,1500,,Scribe,EGT1 060810-003,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,120,,,C28-C40,ppb
mg/kg,180000,Oil,1500,,Scribe,EGT1 060810-003,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,180,,,DIESEL RANGE ORGANICS (C10-C28),ppb
mg/kg,130000,Oil,15000,,Scribe,EGT1 060810-004,29.3619,-89.87316,0,6/8/2010 5:22:00 PM,130,,,C28-C40,ppb
mg/kg,200000,Oil,15000,,Scribe,EGT1 060810-004,29.3619,-89.87316,0,6/8/2010 5:22:00 PM,200,,,DIESEL RANGE ORGANICS (C10-C28),ppb
mg/kg,130000,Oil,1500,,Scribe,EGT1 060810-005,29.355,-89.88493,0,6/8/2010 5:49:00 PM,130,,,C28-C40,ppb
mg/kg,190000,Oil,1500,,Scribe,EGT1 060810-005,29.355,-89.88493,0,6/8/2010 5:49:00 PM,190,,,DIESEL RANGE ORGANICS (C10-C28),ppb
mg/kg,,Oil,1.04,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Benz(a)anthracene,ppb
mg/kg,,Oil,1.43,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Benzo(a)pyrene,ppb
mg/kg,,Oil,1.15,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Benzo(k)fluoranthene,ppb
mg/kg,,Oil,1.46,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Biphenyl                                                    ,ppb
mg/kg,,Oil,0.78,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,"Dibenz(a,h)anthracene                                       ",ppb
mg/kg,,Oil,3.53,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Dibenzofuran                                                ,ppb
mg/kg,,Oil,436.39,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Isoprenoid RRT 1380,ppb
mg/kg,,Oil,418.93,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Isoprenoid RRT 1470,ppb
mg/kg,,Oil,1.21,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,Methylnaphthalene,ppb
mg/kg,,Oil,2.66,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,,,T18-C30-Oleanane                                            ,ppb
mg/kg,,Oil,2.25,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Acenaphthene,,Acenaphthene                                                ,ppb
mg/kg,,Oil,1.35,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Acenaphthylene,,Acenaphthylene                                              ,ppb
mg/kg,,Oil,2.73,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Anthracene,,Anthracene                                                  ,ppb
mg/kg,,Oil,275.28,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Decane,,Decane,ppb
mg/kg,,Oil,471.13,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Dodecane,,Dodecane,ppb
mg/kg,,Oil,0.85,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,"Indeno(1,2,3-cd)pyrene",,"Indeno(1,2,3-cd)pyrene",ppb
mg/kg,,Oil,275.28,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,n-decane,,Decane,ppb
mg/kg,,Oil,471.13,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,n-dodecane,,Dodecane,ppb
mg/kg,,Oil,509.7,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,n-nonane,,Nonane,ppb
mg/kg,,Oil,292.8,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,n-tetradecane,,Tetradecane,ppb
mg/kg,,Oil,564.8,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,n-tridecane,,TRIDECANE,ppb
mg/kg,,Oil,405.49,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,n-undecane,,Undecane,ppb
mg/kg,,Oil,1.25,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Naphthalene,,Naphthalene                                                 ,ppb
mg/kg,,Oil,1.55,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Perylene,,Perylene                                                    ,ppb
mg/kg,,Oil,292.8,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Tetradecane,,Tetradecane,ppb
mg/kg,,Oil,564.8,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Tridecane,,TRIDECANE,ppb
mg/kg,,Oil,405.49,U,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,,Undecane,,Undecane,ppb
mg/kg,0.9,Oil,0.7,J,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.0009,,,"Benzo(g,h,i)perylene",ppb
mg/kg,3.92,Oil,0.68,J,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.00392,Fluoranthene,,Fluoranthene,ppb
mg/kg,5.25,Oil,2.09,J,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.00525,,,A3-C26 TAS(20S)                                            ,ppb
mg/kg,6.01,Oil,2.69,J,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.00601,,,T10-C29Tricyclictriterpane(R)                               ,ppb
mg/kg,7.93,Oil,4.27,J,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.00793,Fluorene,,Fluorene                                                    ,ppb
mg/kg,9.19,Oil,1.56,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.00919,,,Benzo(b)fluoranthene,ppb
mg/kg,10.3,Oil,2.74,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.0103,,,T9-C29Tricyclictriterpane(S)                               ,ppb
mg/kg,10.38,Oil,2.77,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01038,,,A2-C21-TAS                                                  ,ppb
mg/kg,10.78,Oil,2.72,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01078,,,A1-C20-TAS                                                  ,ppb
mg/kg,11.65,Oil,1.16,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01165,,,Benzo(e)pyrene,ppb
mg/kg,11.74,Oil,1.55,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01174,,,A5-C27-TAS(20R)                                            ,ppb
mg/kg,11.81,Oil,0.67,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01181,Pyrene,,Pyrene                                                      ,ppb
mg/kg,11.85,Oil,4.44,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01185,Dibenzothiophene,,Dibenzothiophene                                            ,ppb
mg/kg,11.88,Oil,1.02,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01188,,,A7-TAS(20R)                                                ,ppb
mg/kg,12.59,Oil,2.92,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01259,,,T12-Trisnorhopane(TM)                                       ,ppb
mg/kg,12.81,Oil,2.47,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01281,,,C2-Naphthalenes                                             ,ppb
mg/kg,13.88,Oil,2.96,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01388,,,T4-C23Diterpane                                             ,ppb
mg/kg,14.02,Oil,1.6,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01402,,,A6-TAS(20S)                                                ,ppb
mg/kg,17.32,Oil,2.78,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01732,,,T11-Trisnorhopane(TS)                                       ,ppb
mg/kg,19.48,Oil,1.78,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.01948,,,A4-C26/C27-TAS                                              ,ppb
mg/kg,22.6,Oil,2.54,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.0226,,,T22-C31-HOMOHOPANE(R),ppb
mg/kg,30.33,Oil,2.63,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.03033,,,T21-C31-Homohopane(S)                                       ,ppb
mg/kg,34.03,Oil,4.03,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.03403,,,S24-MethylCholestane                                        ,ppb
mg/kg,35.64,Oil,4.18,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.03564,,,S25-EthylCholestane                                         ,ppb
mg/kg,38.86,Oil,3.05,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.03886,,,T15-C29-Norhopane                                           ,ppb
mg/kg,39.35,Oil,1.21,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.03935,,,C4-Chrysenes                                                ,ppb
mg/kg,39.8,Oil,3,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.0398,,,S28-Ethylcholestane                                         ,ppb
mg/kg,44.52,Oil,2.08,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.04452,,,C1-FLUORANTHENES/PYRENES,ppb
mg/kg,54.51,Oil,2.19,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.05451,,,Methylfluorene,ppb
mg/kg,54.99,Oil,3.76,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.05499,,,S5-Diacholestane                                            ,ppb
mg/kg,60.4,Oil,2.62,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.0604,,,C3-Naphthalenes                                             ,ppb
mg/kg,63.69,Oil,0.8,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.06369,,,C3-Chrysenes                                                ,ppb
mg/kg,64.25,Oil,1.99,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.06425,,,C2-Fluoranthenes/Pyrenes,ppb
mg/kg,71.21,Oil,1.64,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.07121,,,C3-Fluoranthenes/Pyrenes,ppb
mg/kg,73.77,Oil,2.15,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.07377,,,C4-Naphthalenes                                             ,ppb
mg/kg,74.81,Oil,1.66,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.07481,Chrysene,,Chrysene                                                    ,ppb
mg/kg,83.57,Oil,2.39,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.08357,,,T19-C30 Hopane,ppb
mg/kg,84.59,Oil,1.92,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.08459,Phenanthrene,,Phenanthrene                                                ,ppb
mg/kg,85.45,Oil,2.49,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.08545,,,C4-Dibenzothiophenes                                        ,ppb
mg/kg,86.41,Oil,1.42,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.08641,,,C1-Dibenzothiophenes                                        ,ppb
mg/kg,86.79,Oil,3.1,,Scribe,EGTI 060810-003_A,29.3785,-89.86788,0,6/8/2010 5:01:00 PM,0.08679,,,S4-Diacholestane                                            ,ppb
